"","lag_ar","lag_ma","lag_arch","lag_garch","AIC","BIC","type_model","type_dist","model_name"
"15180",5,1,1,5,-9.74376660101781,-9.67962485228141,"iGARCH","sstd","ARMA(5,1)+iGARCH(1,5) sstd"
"15181",5,1,2,1,-9.72475882262523,-9.67344542363612,"iGARCH","sstd","ARMA(5,1)+iGARCH(2,1) sstd"
"15182",5,1,2,2,-9.7375515460956,-9.68196203052406,"iGARCH","sstd","ARMA(5,1)+iGARCH(2,2) sstd"
"15183",5,1,2,3,-9.74359188891092,-9.68372625675695,"iGARCH","sstd","ARMA(5,1)+iGARCH(2,3) sstd"
"15184",5,1,2,4,-9.73582790606881,-9.67168615733242,"iGARCH","sstd","ARMA(5,1)+iGARCH(2,4) sstd"
"15185",5,1,2,5,-9.74396668388867,-9.67554881856985,"iGARCH","sstd","ARMA(5,1)+iGARCH(2,5) sstd"
"15186",5,1,3,1,-9.72307520547299,-9.66748568990145,"iGARCH","sstd","ARMA(5,1)+iGARCH(3,1) sstd"
"15187",5,1,3,2,-9.7358649803132,-9.67599934815923,"iGARCH","sstd","ARMA(5,1)+iGARCH(3,2) sstd"
"15188",5,1,3,3,-9.74296901912999,-9.6788272703936,"iGARCH","sstd","ARMA(5,1)+iGARCH(3,3) sstd"
"15189",5,1,3,4,-9.73490171978861,-9.66648385446979,"iGARCH","sstd","ARMA(5,1)+iGARCH(3,4) sstd"
"15190",5,1,3,5,-9.73446690321527,-9.66177292131403,"iGARCH","sstd","ARMA(5,1)+iGARCH(3,5) sstd"
"15191",5,1,4,1,-9.72139250336193,-9.66152687120796,"iGARCH","sstd","ARMA(5,1)+iGARCH(4,1) sstd"
"15192",5,1,4,2,-9.73418877312094,-9.67004702438454,"iGARCH","sstd","ARMA(5,1)+iGARCH(4,2) sstd"
"15193",5,1,4,3,-9.74311623610537,-9.67469837078655,"iGARCH","sstd","ARMA(5,1)+iGARCH(4,3) sstd"
"15194",5,1,4,4,-9.73323649648819,-9.66054251458694,"iGARCH","sstd","ARMA(5,1)+iGARCH(4,4) sstd"
"15195",5,1,4,5,-9.73634419909239,-9.65937410060871,"iGARCH","sstd","ARMA(5,1)+iGARCH(4,5) sstd"
"15196",5,1,5,1,-9.71973172220833,-9.65558997347194,"iGARCH","sstd","ARMA(5,1)+iGARCH(5,1) sstd"
"15197",5,1,5,2,-9.73249558984798,-9.66407772452916,"iGARCH","sstd","ARMA(5,1)+iGARCH(5,2) sstd"
"15198",5,1,5,3,-9.7431682070029,-9.67047422510165,"iGARCH","sstd","ARMA(5,1)+iGARCH(5,3) sstd"
"15199",5,1,5,4,-9.7318511870477,-9.65488108856403,"iGARCH","sstd","ARMA(5,1)+iGARCH(5,4) sstd"
"15200",5,1,5,5,-9.73570438717868,-9.65445817211257,"iGARCH","sstd","ARMA(5,1)+iGARCH(5,5) sstd"
"15201",5,2,1,1,NA,NA,"iGARCH","sstd","ARMA(5,2)+iGARCH(1,1) sstd"
"15202",5,2,1,2,-9.73990309471725,-9.68431357914571,"iGARCH","sstd","ARMA(5,2)+iGARCH(1,2) sstd"
"15203",5,2,1,3,-9.74490792117669,-9.68504228902273,"iGARCH","sstd","ARMA(5,2)+iGARCH(1,3) sstd"
"15204",5,2,1,4,-9.73799568054676,-9.67385393181036,"iGARCH","sstd","ARMA(5,2)+iGARCH(1,4) sstd"
"15205",5,2,1,5,-9.74290326254157,-9.67448539722275,"iGARCH","sstd","ARMA(5,2)+iGARCH(1,5) sstd"
"15206",5,2,2,1,-9.72613316316112,-9.67054364758958,"iGARCH","sstd","ARMA(5,2)+iGARCH(2,1) sstd"
"15207",5,2,2,2,-9.73822260936415,-9.67835697721018,"iGARCH","sstd","ARMA(5,2)+iGARCH(2,2) sstd"
"15208",5,2,2,3,-9.74352455724184,-9.67938280850545,"iGARCH","sstd","ARMA(5,2)+iGARCH(2,3) sstd"
"15209",5,2,2,4,-9.73631223908404,-9.66789437376522,"iGARCH","sstd","ARMA(5,2)+iGARCH(2,4) sstd"
"15210",5,2,2,5,-9.74123166329275,-9.6685376813915,"iGARCH","sstd","ARMA(5,2)+iGARCH(2,5) sstd"
"15211",5,2,3,1,-9.72443936252503,-9.66457373037106,"iGARCH","sstd","ARMA(5,2)+iGARCH(3,1) sstd"
"15212",5,2,3,2,-9.7365364922587,-9.6723947435223,"iGARCH","sstd","ARMA(5,2)+iGARCH(3,2) sstd"
"15213",5,2,3,3,-9.7367513876511,-9.66833352233228,"iGARCH","sstd","ARMA(5,2)+iGARCH(3,3) sstd"
"15214",5,2,3,4,-9.73540117734599,-9.66270719544474,"iGARCH","sstd","ARMA(5,2)+iGARCH(3,4) sstd"
"15215",5,2,3,5,-9.7399369974289,-9.66296689894522,"iGARCH","sstd","ARMA(5,2)+iGARCH(3,5) sstd"
"15216",5,2,4,1,-9.72276107253775,-9.65861932380136,"iGARCH","sstd","ARMA(5,2)+iGARCH(4,1) sstd"
"15217",5,2,4,2,-9.73486115784357,-9.66644329252475,"iGARCH","sstd","ARMA(5,2)+iGARCH(4,2) sstd"
"15218",5,2,4,3,-9.74059107665397,-9.66789709475272,"iGARCH","sstd","ARMA(5,2)+iGARCH(4,3) sstd"
"15219",5,2,4,4,-9.73372505066129,-9.65675495217761,"iGARCH","sstd","ARMA(5,2)+iGARCH(4,4) sstd"
"15220",5,2,4,5,-9.73829808471904,-9.65705186965294,"iGARCH","sstd","ARMA(5,2)+iGARCH(4,5) sstd"
"15221",5,2,5,1,-9.7210759707231,-9.65265810540427,"iGARCH","sstd","ARMA(5,2)+iGARCH(5,1) sstd"
"15222",5,2,5,2,-9.73317574394491,-9.66048176204366,"iGARCH","sstd","ARMA(5,2)+iGARCH(5,2) sstd"
"15223",5,2,5,3,-9.73794274848174,-9.66097264999806,"iGARCH","sstd","ARMA(5,2)+iGARCH(5,3) sstd"
"15224",5,2,5,4,-9.73226076435189,-9.65101454928578,"iGARCH","sstd","ARMA(5,2)+iGARCH(5,4) sstd"
"15225",5,2,5,5,-9.73698114207711,-9.65145881042858,"iGARCH","sstd","ARMA(5,2)+iGARCH(5,5) sstd"
"15226",5,3,1,1,-9.73152409957847,-9.67593458400693,"iGARCH","sstd","ARMA(5,3)+iGARCH(1,1) sstd"
"15227",5,3,1,2,-9.74840965110494,-9.68854401895097,"iGARCH","sstd","ARMA(5,3)+iGARCH(1,2) sstd"
"15228",5,3,1,3,-9.74375817236437,-9.67961642362797,"iGARCH","sstd","ARMA(5,3)+iGARCH(1,3) sstd"
"15229",5,3,1,4,-9.73641318841198,-9.66799532309316,"iGARCH","sstd","ARMA(5,3)+iGARCH(1,4) sstd"
"15230",5,3,1,5,-9.74110269742308,-9.66840871552183,"iGARCH","sstd","ARMA(5,3)+iGARCH(1,5) sstd"
"15231",5,3,2,1,-9.72983897538162,-9.66997334322765,"iGARCH","sstd","ARMA(5,3)+iGARCH(2,1) sstd"
"15232",5,3,2,2,-9.73973250923315,-9.67559076049675,"iGARCH","sstd","ARMA(5,3)+iGARCH(2,2) sstd"
"15233",5,3,2,3,-9.74059461072684,-9.67217674540802,"iGARCH","sstd","ARMA(5,3)+iGARCH(2,3) sstd"
"15234",5,3,2,4,-9.73473107235356,-9.66203709045232,"iGARCH","sstd","ARMA(5,3)+iGARCH(2,4) sstd"
"15235",5,3,2,5,-9.74013592470661,-9.66316582622293,"iGARCH","sstd","ARMA(5,3)+iGARCH(2,5) sstd"
"15236",5,3,3,1,-9.72288016260555,-9.65873841386916,"iGARCH","sstd","ARMA(5,3)+iGARCH(3,1) sstd"
"15237",5,3,3,2,-9.73803812202911,-9.66962025671029,"iGARCH","sstd","ARMA(5,3)+iGARCH(3,2) sstd"
"15238",5,3,3,3,-9.73809800467524,-9.66540402277399,"iGARCH","sstd","ARMA(5,3)+iGARCH(3,3) sstd"
"15239",5,3,3,4,-9.73642083212946,-9.65945073364578,"iGARCH","sstd","ARMA(5,3)+iGARCH(3,4) sstd"
"15240",5,3,3,5,-9.73807447706712,-9.65682826200102,"iGARCH","sstd","ARMA(5,3)+iGARCH(3,5) sstd"
"15241",5,3,4,1,-9.7212021597055,-9.65278429438668,"iGARCH","sstd","ARMA(5,3)+iGARCH(4,1) sstd"
"15242",5,3,4,2,-9.73636553898194,-9.66367155708069,"iGARCH","sstd","ARMA(5,3)+iGARCH(4,2) sstd"
"15243",5,3,4,3,-9.73775465007875,-9.66078455159508,"iGARCH","sstd","ARMA(5,3)+iGARCH(4,3) sstd"
"15244",5,3,4,4,-9.7321163332581,-9.650870118192,"iGARCH","sstd","ARMA(5,3)+iGARCH(4,4) sstd"
"15245",5,3,4,5,-9.73634732024506,-9.65082498859653,"iGARCH","sstd","ARMA(5,3)+iGARCH(4,5) sstd"
"15246",5,3,5,1,-9.73017129945066,-9.65747731754941,"iGARCH","sstd","ARMA(5,3)+iGARCH(5,1) sstd"
"15247",5,3,5,2,-9.73158629684426,-9.65461619836059,"iGARCH","sstd","ARMA(5,3)+iGARCH(5,2) sstd"
"15248",5,3,5,3,-9.73689214841195,-9.65564593334585,"iGARCH","sstd","ARMA(5,3)+iGARCH(5,3) sstd"
"15249",5,3,5,4,-9.73062544789059,-9.64510311624206,"iGARCH","sstd","ARMA(5,3)+iGARCH(5,4) sstd"
"15250",5,3,5,5,-9.73459209037058,-9.64479364213962,"iGARCH","sstd","ARMA(5,3)+iGARCH(5,5) sstd"
"15251",5,4,1,1,NA,NA,"iGARCH","sstd","ARMA(5,4)+iGARCH(1,1) sstd"
"15252",5,4,1,2,-9.7402686070076,-9.6761268582712,"iGARCH","sstd","ARMA(5,4)+iGARCH(1,2) sstd"
"15253",5,4,1,3,-9.74962705211314,-9.68120918679432,"iGARCH","sstd","ARMA(5,4)+iGARCH(1,3) sstd"
"15254",5,4,1,4,-9.73783924208146,-9.66514526018021,"iGARCH","sstd","ARMA(5,4)+iGARCH(1,4) sstd"
"15255",5,4,1,5,-9.74388016117944,-9.66691006269577,"iGARCH","sstd","ARMA(5,4)+iGARCH(1,5) sstd"
"15256",5,4,2,1,-9.72538835755793,-9.66124660882153,"iGARCH","sstd","ARMA(5,4)+iGARCH(2,1) sstd"
"15257",5,4,2,2,-9.73858024927657,-9.67016238395775,"iGARCH","sstd","ARMA(5,4)+iGARCH(2,2) sstd"
"15258",5,4,2,3,-9.7455424073358,-9.67284842543455,"iGARCH","sstd","ARMA(5,4)+iGARCH(2,3) sstd"
"15259",5,4,2,4,-9.73615800498157,-9.6591879064979,"iGARCH","sstd","ARMA(5,4)+iGARCH(2,4) sstd"
"15260",5,4,2,5,-9.74574264268299,-9.66449642761689,"iGARCH","sstd","ARMA(5,4)+iGARCH(2,5) sstd"
"15261",5,4,3,1,-9.72374781121479,-9.65532994589596,"iGARCH","sstd","ARMA(5,4)+iGARCH(3,1) sstd"
"15262",5,4,3,2,-9.73689949781022,-9.66420551590897,"iGARCH","sstd","ARMA(5,4)+iGARCH(3,2) sstd"
"15263",5,4,3,3,-9.74421061799123,-9.66724051950755,"iGARCH","sstd","ARMA(5,4)+iGARCH(3,3) sstd"
"15264",5,4,3,4,-9.73537171459144,-9.65412549952534,"iGARCH","sstd","ARMA(5,4)+iGARCH(3,4) sstd"
"15265",5,4,3,5,-9.73640177086445,-9.65087943921592,"iGARCH","sstd","ARMA(5,4)+iGARCH(3,5) sstd"
"15266",5,4,4,1,-9.72203609227958,-9.64934211037833,"iGARCH","sstd","ARMA(5,4)+iGARCH(4,1) sstd"
"15267",5,4,4,2,-9.73521420416118,-9.6582441056775,"iGARCH","sstd","ARMA(5,4)+iGARCH(4,2) sstd"
"15268",5,4,4,3,-9.73957456766275,-9.65832835259664,"iGARCH","sstd","ARMA(5,4)+iGARCH(4,3) sstd"
"15269",5,4,4,4,-9.73368903944715,-9.64816670779862,"iGARCH","sstd","ARMA(5,4)+iGARCH(4,4) sstd"
"15270",5,4,4,5,-9.741714169697,-9.65191572146604,"iGARCH","sstd","ARMA(5,4)+iGARCH(4,5) sstd"
"15271",5,4,5,1,-9.72034329213908,-9.6433731936554,"iGARCH","sstd","ARMA(5,4)+iGARCH(5,1) sstd"
"15272",5,4,5,2,-9.73353385416397,-9.65228763909787,"iGARCH","sstd","ARMA(5,4)+iGARCH(5,2) sstd"
"15273",5,4,5,3,-9.74504850255915,-9.65952617091062,"iGARCH","sstd","ARMA(5,4)+iGARCH(5,3) sstd"
"15274",5,4,5,4,-9.73238085887754,-9.64258241064658,"iGARCH","sstd","ARMA(5,4)+iGARCH(5,4) sstd"
"15275",5,4,5,5,-9.73896105141367,-9.64488648660029,"iGARCH","sstd","ARMA(5,4)+iGARCH(5,5) sstd"
"15276",5,5,1,1,NA,NA,"iGARCH","sstd","ARMA(5,5)+iGARCH(1,1) sstd"
"15277",5,5,1,2,-9.73996205057975,-9.67154418526092,"iGARCH","sstd","ARMA(5,5)+iGARCH(1,2) sstd"
"15278",5,5,1,3,-9.74482362153108,-9.67212963962983,"iGARCH","sstd","ARMA(5,5)+iGARCH(1,3) sstd"
"15279",5,5,1,4,-9.73781345696247,-9.6608433584788,"iGARCH","sstd","ARMA(5,5)+iGARCH(1,4) sstd"
"15280",5,5,1,5,-9.74433032237171,-9.6630841073056,"iGARCH","sstd","ARMA(5,5)+iGARCH(1,5) sstd"
"15281",5,5,2,1,-9.72486031788709,-9.65644245256827,"iGARCH","sstd","ARMA(5,5)+iGARCH(2,1) sstd"
"15282",5,5,2,2,-9.73827425331887,-9.66558027141762,"iGARCH","sstd","ARMA(5,5)+iGARCH(2,2) sstd"
"15283",5,5,2,3,-9.74616132963579,-9.66919123115212,"iGARCH","sstd","ARMA(5,5)+iGARCH(2,3) sstd"
"15284",5,5,2,4,-9.73613092691037,-9.65488471184426,"iGARCH","sstd","ARMA(5,5)+iGARCH(2,4) sstd"
"15285",5,5,2,5,-9.74201264462585,-9.65649031297732,"iGARCH","sstd","ARMA(5,5)+iGARCH(2,5) sstd"
"15286",5,5,3,1,-9.72317682183337,-9.65048283993213,"iGARCH","sstd","ARMA(5,5)+iGARCH(3,1) sstd"
"15287",5,5,3,2,-9.73659275147895,-9.65962265299527,"iGARCH","sstd","ARMA(5,5)+iGARCH(3,2) sstd"
"15288",5,5,3,3,-9.7458808845436,-9.6646346694775,"iGARCH","sstd","ARMA(5,5)+iGARCH(3,3) sstd"
"15289",5,5,3,4,-9.73532798492049,-9.64980565327196,"iGARCH","sstd","ARMA(5,5)+iGARCH(3,4) sstd"
"15290",5,5,3,5,-9.74469440756265,-9.6548959593317,"iGARCH","sstd","ARMA(5,5)+iGARCH(3,5) sstd"
"15291",5,5,4,1,-9.72149327114963,-9.64452317266595,"iGARCH","sstd","ARMA(5,5)+iGARCH(4,1) sstd"
"15292",5,5,4,2,-9.73490858645604,-9.65366237138994,"iGARCH","sstd","ARMA(5,5)+iGARCH(4,2) sstd"
"15293",5,5,4,3,-9.74357169164098,-9.65804935999245,"iGARCH","sstd","ARMA(5,5)+iGARCH(4,3) sstd"
"15294",5,5,4,4,-9.73364553599903,-9.64384708776808,"iGARCH","sstd","ARMA(5,5)+iGARCH(4,4) sstd"
"15295",5,5,4,5,-9.73965175498367,-9.64557719017028,"iGARCH","sstd","ARMA(5,5)+iGARCH(4,5) sstd"
"15296",5,5,5,1,-9.72003874813753,-9.63879253307143,"iGARCH","sstd","ARMA(5,5)+iGARCH(5,1) sstd"
"15297",5,5,5,2,-9.73323067359977,-9.64770834195124,"iGARCH","sstd","ARMA(5,5)+iGARCH(5,2) sstd"
"15298",5,5,5,3,-9.74271181236511,-9.65291336413415,"iGARCH","sstd","ARMA(5,5)+iGARCH(5,3) sstd"
"15299",5,5,5,4,-9.73238432944363,-9.63830976463025,"iGARCH","sstd","ARMA(5,5)+iGARCH(5,4) sstd"
"15300",5,5,5,5,-9.73940682698498,-9.64105614558917,"iGARCH","sstd","ARMA(5,5)+iGARCH(5,5) sstd"
"15301",0,0,1,1,-9.72769393146671,-9.70631334855458,"iGARCH","jsu","ARMA(0,0)+iGARCH(1,1) jsu"
"15302",0,0,1,2,-9.73932988068301,-9.71367318118845,"iGARCH","jsu","ARMA(0,0)+iGARCH(1,2) jsu"
"15303",0,0,1,3,-9.74767964511162,-9.71774682903464,"iGARCH","jsu","ARMA(0,0)+iGARCH(1,3) jsu"
"15304",0,0,1,4,-9.73714401100601,-9.7029350783466,"iGARCH","jsu","ARMA(0,0)+iGARCH(1,4) jsu"
"15305",0,0,1,5,-9.74191916187444,-9.7034341126326,"iGARCH","jsu","ARMA(0,0)+iGARCH(1,5) jsu"
"15306",0,0,2,1,-9.72581099319864,-9.70015429370408,"iGARCH","jsu","ARMA(0,0)+iGARCH(2,1) jsu"
"15307",0,0,2,2,-9.73771725412865,-9.70778443805166,"iGARCH","jsu","ARMA(0,0)+iGARCH(2,2) jsu"
"15308",0,0,2,3,-9.74527890790959,-9.71106997525018,"iGARCH","jsu","ARMA(0,0)+iGARCH(2,3) jsu"
"15309",0,0,2,4,-9.73552578149327,-9.69704073225144,"iGARCH","jsu","ARMA(0,0)+iGARCH(2,4) jsu"
"15310",0,0,2,5,-9.73986121241273,-9.69710004658846,"iGARCH","jsu","ARMA(0,0)+iGARCH(2,5) jsu"
"15311",0,0,3,1,-9.72399713358351,-9.69406431750652,"iGARCH","jsu","ARMA(0,0)+iGARCH(3,1) jsu"
"15312",0,0,3,2,-9.73580741212724,-9.70159847946783,"iGARCH","jsu","ARMA(0,0)+iGARCH(3,2) jsu"
"15313",0,0,3,3,-9.74437167826391,-9.70588662902208,"iGARCH","jsu","ARMA(0,0)+iGARCH(3,3) jsu"
"15314",0,0,3,4,-9.73466854506095,-9.69190737923669,"iGARCH","jsu","ARMA(0,0)+iGARCH(3,4) jsu"
"15315",0,0,3,5,-9.73864605631696,-9.69160877391027,"iGARCH","jsu","ARMA(0,0)+iGARCH(3,5) jsu"
"15316",0,0,4,1,-9.72205215593651,-9.6878432232771,"iGARCH","jsu","ARMA(0,0)+iGARCH(4,1) jsu"
"15317",0,0,4,2,-9.73393417571842,-9.69544912647659,"iGARCH","jsu","ARMA(0,0)+iGARCH(4,2) jsu"
"15318",0,0,4,3,-9.7420126448782,-9.69925147905393,"iGARCH","jsu","ARMA(0,0)+iGARCH(4,3) jsu"
"15319",0,0,4,4,-9.7331458299217,-9.68610854751501,"iGARCH","jsu","ARMA(0,0)+iGARCH(4,4) jsu"
"15320",0,0,4,5,-9.7358882238312,-9.68457482484208,"iGARCH","jsu","ARMA(0,0)+iGARCH(4,5) jsu"
"15321",0,0,5,1,-9.72076380604967,-9.68227875680783,"iGARCH","jsu","ARMA(0,0)+iGARCH(5,1) jsu"
"15322",0,0,5,2,-9.7317960907093,-9.68903492488504,"iGARCH","jsu","ARMA(0,0)+iGARCH(5,2) jsu"
"15323",0,0,5,3,-9.74024554138695,-9.69320825898026,"iGARCH","jsu","ARMA(0,0)+iGARCH(5,3) jsu"
"15324",0,0,5,4,-9.73144661692034,-9.68013321793122,"iGARCH","jsu","ARMA(0,0)+iGARCH(5,4) jsu"
"15325",0,0,5,5,-9.73750226299618,-9.68191274742464,"iGARCH","jsu","ARMA(0,0)+iGARCH(5,5) jsu"
"15326",0,1,1,1,-9.72707767117392,-9.70142097167936,"iGARCH","jsu","ARMA(0,1)+iGARCH(1,1) jsu"
"15327",0,1,1,2,-9.73849343847355,-9.70856062239657,"iGARCH","jsu","ARMA(0,1)+iGARCH(1,2) jsu"
"15328",0,1,1,3,-9.74977639781523,-9.71556746515582,"iGARCH","jsu","ARMA(0,1)+iGARCH(1,3) jsu"
"15329",0,1,1,4,-9.73631103276854,-9.6978259835267,"iGARCH","jsu","ARMA(0,1)+iGARCH(1,4) jsu"
"15330",0,1,1,5,-9.74456315188272,-9.70180198605845,"iGARCH","jsu","ARMA(0,1)+iGARCH(1,5) jsu"
"15331",0,1,2,1,-9.72519809010259,-9.69526527402561,"iGARCH","jsu","ARMA(0,1)+iGARCH(2,1) jsu"
"15332",0,1,2,2,-9.73690702789319,-9.70269809523378,"iGARCH","jsu","ARMA(0,1)+iGARCH(2,2) jsu"
"15333",0,1,2,3,-9.74617100594341,-9.70768595670157,"iGARCH","jsu","ARMA(0,1)+iGARCH(2,3) jsu"
"15334",0,1,2,4,-9.73476320583038,-9.69200204000611,"iGARCH","jsu","ARMA(0,1)+iGARCH(2,4) jsu"
"15335",0,1,2,5,-9.74031584590707,-9.69327856350038,"iGARCH","jsu","ARMA(0,1)+iGARCH(2,5) jsu"
"15336",0,1,3,1,-9.723392009676,-9.68918307701659,"iGARCH","jsu","ARMA(0,1)+iGARCH(3,1) jsu"
"15337",0,1,3,2,-9.73499354011353,-9.6965084908717,"iGARCH","jsu","ARMA(0,1)+iGARCH(3,2) jsu"
"15338",0,1,3,3,-9.74033375772982,-9.69757259190555,"iGARCH","jsu","ARMA(0,1)+iGARCH(3,3) jsu"
"15339",0,1,3,4,-9.73386829531321,-9.68683101290652,"iGARCH","jsu","ARMA(0,1)+iGARCH(3,4) jsu"
"15340",0,1,3,5,-9.73840052499982,-9.68708712601071,"iGARCH","jsu","ARMA(0,1)+iGARCH(3,5) jsu"
"15341",0,1,4,1,-9.72142383172892,-9.68293878248708,"iGARCH","jsu","ARMA(0,1)+iGARCH(4,1) jsu"
"15342",0,1,4,2,-9.73309857049669,-9.69033740467243,"iGARCH","jsu","ARMA(0,1)+iGARCH(4,2) jsu"
"15343",0,1,4,3,-9.73747881590822,-9.69044153350153,"iGARCH","jsu","ARMA(0,1)+iGARCH(4,3) jsu"
"15344",0,1,4,4,-9.7323065941893,-9.68099319520019,"iGARCH","jsu","ARMA(0,1)+iGARCH(4,4) jsu"
"15345",0,1,4,5,-9.73592074019441,-9.68033122462287,"iGARCH","jsu","ARMA(0,1)+iGARCH(4,5) jsu"
"15346",0,1,5,1,-9.7198837038138,-9.67712253798953,"iGARCH","jsu","ARMA(0,1)+iGARCH(5,1) jsu"
"15347",0,1,5,2,-9.73098554382167,-9.68394826141498,"iGARCH","jsu","ARMA(0,1)+iGARCH(5,2) jsu"
"15348",0,1,5,3,-9.74064802054404,-9.68933462155492,"iGARCH","jsu","ARMA(0,1)+iGARCH(5,3) jsu"
"15349",0,1,5,4,-9.73060334322413,-9.67501382765259,"iGARCH","jsu","ARMA(0,1)+iGARCH(5,4) jsu"
"15350",0,1,5,5,-9.73597770092606,-9.6761120687721,"iGARCH","jsu","ARMA(0,1)+iGARCH(5,5) jsu"
"15351",0,2,1,1,-9.7267455812871,-9.69681276521011,"iGARCH","jsu","ARMA(0,2)+iGARCH(1,1) jsu"
"15352",0,2,1,2,-9.74052965564347,-9.70632072298406,"iGARCH","jsu","ARMA(0,2)+iGARCH(1,2) jsu"
"15353",0,2,1,3,-9.75130074208816,-9.71281569284632,"iGARCH","jsu","ARMA(0,2)+iGARCH(1,3) jsu"
"15354",0,2,1,4,-9.73840191508083,-9.69564074925656,"iGARCH","jsu","ARMA(0,2)+iGARCH(1,4) jsu"
"15355",0,2,1,5,-9.7424798913392,-9.69544260893251,"iGARCH","jsu","ARMA(0,2)+iGARCH(1,5) jsu"
"15356",0,2,2,1,-9.72506231914685,-9.69085338648744,"iGARCH","jsu","ARMA(0,2)+iGARCH(2,1) jsu"
"15357",0,2,2,2,-9.73884653150491,-9.70036148226307,"iGARCH","jsu","ARMA(0,2)+iGARCH(2,2) jsu"
"15358",0,2,2,3,-9.74575506591231,-9.70299390008805,"iGARCH","jsu","ARMA(0,2)+iGARCH(2,3) jsu"
"15359",0,2,2,4,-9.73671834468261,-9.68968106227592,"iGARCH","jsu","ARMA(0,2)+iGARCH(2,4) jsu"
"15360",0,2,2,5,-9.73698973997181,-9.68567634098269,"iGARCH","jsu","ARMA(0,2)+iGARCH(2,5) jsu"
"15361",0,2,3,1,-9.72324945106573,-9.68476440182389,"iGARCH","jsu","ARMA(0,2)+iGARCH(3,1) jsu"
"15362",0,2,3,2,-9.73693254921489,-9.69417138339063,"iGARCH","jsu","ARMA(0,2)+iGARCH(3,2) jsu"
"15363",0,2,3,3,-9.74429509309098,-9.69725781068429,"iGARCH","jsu","ARMA(0,2)+iGARCH(3,3) jsu"
"15364",0,2,3,4,-9.73596106503845,-9.68464766604933,"iGARCH","jsu","ARMA(0,2)+iGARCH(3,4) jsu"
"15365",0,2,3,5,-9.73809543312692,-9.68250591755538,"iGARCH","jsu","ARMA(0,2)+iGARCH(3,5) jsu"
"15366",0,2,4,1,-9.72127656671691,-9.67851540089265,"iGARCH","jsu","ARMA(0,2)+iGARCH(4,1) jsu"
"15367",0,2,4,2,-9.7350371864926,-9.68799990408592,"iGARCH","jsu","ARMA(0,2)+iGARCH(4,2) jsu"
"15368",0,2,4,3,-9.7425346057892,-9.69122120680009,"iGARCH","jsu","ARMA(0,2)+iGARCH(4,3) jsu"
"15369",0,2,4,4,-9.73434900169238,-9.67875948612083,"iGARCH","jsu","ARMA(0,2)+iGARCH(4,4) jsu"
"15370",0,2,4,5,-9.73873014358482,-9.67886451143085,"iGARCH","jsu","ARMA(0,2)+iGARCH(4,5) jsu"
"15371",0,2,5,1,-9.73073805203497,-9.68370076962828,"iGARCH","jsu","ARMA(0,2)+iGARCH(5,1) jsu"
"15372",0,2,5,2,-9.73288100365172,-9.68156760466261,"iGARCH","jsu","ARMA(0,2)+iGARCH(5,2) jsu"
"15373",0,2,5,3,-9.73814360846693,-9.68255409289539,"iGARCH","jsu","ARMA(0,2)+iGARCH(5,3) jsu"
"15374",0,2,5,4,-9.73256689753058,-9.67270126537661,"iGARCH","jsu","ARMA(0,2)+iGARCH(5,4) jsu"
"15375",0,2,5,5,-9.73438097812282,-9.67023922938642,"iGARCH","jsu","ARMA(0,2)+iGARCH(5,5) jsu"
"15376",0,3,1,1,NA,NA,"iGARCH","jsu","ARMA(0,3)+iGARCH(1,1) jsu"
"15377",0,3,1,2,-9.73870576897559,-9.70022071973375,"iGARCH","jsu","ARMA(0,3)+iGARCH(1,2) jsu"
"15378",0,3,1,3,-9.74672900139406,-9.70396783556979,"iGARCH","jsu","ARMA(0,3)+iGARCH(1,3) jsu"
"15379",0,3,1,4,-9.73692045823483,-9.68988317582814,"iGARCH","jsu","ARMA(0,3)+iGARCH(1,4) jsu"
"15380",0,3,1,5,-9.74284963983547,-9.69153624084636,"iGARCH","jsu","ARMA(0,3)+iGARCH(1,5) jsu"
"15381",0,3,2,1,-9.72335193984044,-9.68486689059861,"iGARCH","jsu","ARMA(0,3)+iGARCH(2,1) jsu"
"15382",0,3,2,2,-9.73702458579129,-9.69426341996702,"iGARCH","jsu","ARMA(0,3)+iGARCH(2,2) jsu"
"15383",0,3,2,3,-9.74573271673793,-9.69869543433124,"iGARCH","jsu","ARMA(0,3)+iGARCH(2,3) jsu"
"15384",0,3,2,4,-9.73523686756959,-9.68392346858047,"iGARCH","jsu","ARMA(0,3)+iGARCH(2,4) jsu"
"15385",0,3,2,5,-9.74094445992065,-9.68535494434911,"iGARCH","jsu","ARMA(0,3)+iGARCH(2,5) jsu"
"15386",0,3,3,1,-9.72166309241982,-9.67890192659555,"iGARCH","jsu","ARMA(0,3)+iGARCH(3,1) jsu"
"15387",0,3,3,2,-9.73533651808408,-9.68829923567739,"iGARCH","jsu","ARMA(0,3)+iGARCH(3,2) jsu"
"15388",0,3,3,3,-9.7457192276856,-9.69440582869649,"iGARCH","jsu","ARMA(0,3)+iGARCH(3,3) jsu"
"15389",0,3,3,4,-9.73445345349548,-9.67886393792394,"iGARCH","jsu","ARMA(0,3)+iGARCH(3,4) jsu"
"15390",0,3,3,5,-9.74041211991618,-9.68054648776221,"iGARCH","jsu","ARMA(0,3)+iGARCH(3,5) jsu"
"15391",0,3,4,1,-9.71970363184914,-9.67266634944245,"iGARCH","jsu","ARMA(0,3)+iGARCH(4,1) jsu"
